AAPL,short,2024-02-05 12:05,4,188.18,-21.0,3951.78
UBER,short,2024-02-05 11:24,5,68.73,-73.0,5017.29
SNAP,SHORT,2024-02-05 11:45,4,16.415,-244.0,4005.2599999999998
AAPL,short,2024-02-05 11:45,5,187.5613,-27.0,5064.1551
UBER,long,2024-02-05 11:45,4,69.0301,58,4003.7458
META,short,2024-02-05 11:45,3,461.4862,-7.0,3230.4034
AAPL,short,2024-02-05 11:45,4,187.5613,-21.0,3938.7873
AAPL,short,2024-02-05 11:45,6,187.5613,-32.0,6001.9616
